task_json,thinking,subtask_json
"{""task"": ""Check for ice damming potential on Nalanda eaves"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to check for ""ice damming potential on Nalanda eaves"". Eaves are typically along the perimeter of the roof, which corresponds to the walls of the building. This suggests a need to inspect the entire perimeter. A ""ROUTINE"" strategy, scanning walls, is appropriate.
2. Token Selection: The building is rectangular, implying 4 walls. Checking eaves also implies checking the corners where ice dams might form. A full scan would be 4 Walls + 4 Corners = 8 tasks.
3. CONSTRAINT: Max 5 subtasks.
4. DECISION: Prioritize Walls over Corners. I will select all 4 Walls and then add the Centroid for an overhead view, as it's a good general monitoring point and fits within the 5-task limit. This drops the 4 corner checks.
5. Formatting: Add ""... of Nalanda"" to each task.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Monitor thermal expansion movement of Nalanda cladding"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The task is ""Monitor thermal expansion movement"", which implies a need for ongoing observation and data collection across the structure. This suggests a ""ROUTINE"" strategy, focusing on key structural elements.
2. Token Selection: The request is for ""cladding"", which is distributed across the walls. Thermal expansion is a phenomenon that affects the entire structure. Therefore, monitoring all walls and the centroid is appropriate. This would typically be 4 walls + 1 centroid = 5 tasks. This fits within the MAX 5 subtasks limit.
3. Formatting: Apply the ""... of Nalanda"" suffix to each task. Use ""Scan"" as the verb for monitoring structural elements.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Scan for trapped water behind Nalanda facade panels"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The task is to ""Scan for trapped water behind Nalanda facade panels"". This implies a need to inspect specific areas of the facade, likely the walls, and potentially the areas where water might collect or drain. A ""Routine"" scan of walls seems appropriate, focusing on detecting anomalies.
2. Token Selection: The task specifies ""facade panels"", which directly relates to the walls of the building. Since it's a rectangular building, there are 4 walls. The task also implies looking for anomalies, so a ""Structural Check"" or ""Thermal Scan"" would be suitable verbs. To fit within the 5-subtask limit, I will prioritize scanning the walls. I will include all 4 walls. A centroid view might be useful for overall context but is less critical than the walls for this specific task. I will include the centroid as the 5th task.
3. Formatting: Append ""... of Nalanda"" to each task.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Inspect all weatherstripping on Nalanda service doors"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to inspect ""all weatherstripping on Nalanda service doors"". This implies a need to check specific areas, likely associated with doors. Since the building is rectangular, doors are typically located on walls. The request doesn't specify *which* doors, so it's reasonable to assume all exterior walls might have service doors. This leans towards a ""ROUTINE"" strategy to cover all walls.
2. Token Selection: A full scan of a rectangular building typically involves checking its walls and potentially corners or the centroid. The request focuses on ""service doors,"" which are part of the building's exterior. A comprehensive check would involve inspecting all walls. If there are service doors on all walls, we should cover all four walls. Adding a centroid check provides an overall view. This would be 4 walls + 1 centroid = 5 tasks. This fits the MAX 5 subtasks rule.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verbs should be specific. ""Inspect"" can be refined to ""Structural Check"" or ""Thermal Scan"" depending on the nature of weatherstripping inspection. Assuming a visual/structural check is primary, ""Structural Check"" is appropriate.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Inspect all four structural corners of Nalanda"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to inspect ""all four structural corners"". This implies a focused check on specific points. The ""URGENT"" strategy is suitable for parallel checks of multiple points.
2. Token Selection: The request explicitly asks for ""four structural corners"". This translates to 4 subtasks. This is within the MAX 5 subtasks limit.
3. Formatting: Each subtask needs to end with ""... of Nalanda"". The verb ""Inspect"" is appropriate. The level is ""high"" in the input, but the subtasks are specific points, so ""low"" is more appropriate for the individual actions.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect Corner A of Nalanda (use point_A)"", ""level"": ""low"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect Corner B of Nalanda (use point_B)"", ""level"": ""low"", ""dep"": []}, {""id"": 3, ""task"": ""Inspect Corner C of Nalanda (use point_C)"", ""level"": ""low"", ""dep"": []}, {""id"": 4, ""task"": ""Inspect Corner D of Nalanda (use point_D)"", ""level"": ""low"", ""dep"": []}]}"
"{""task"": ""Check vertical alignment of Nalanda building vertices"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Check vertical alignment of Nalanda building vertices"". This implies checking the corners and potentially the walls for structural integrity and alignment. A ""ROUTINE"" strategy seems appropriate for a comprehensive check of the building's structure.
2. Token Selection: A full scan typically involves checking all walls and the centroid. This would be 4 walls + 1 centroid = 5 tasks. This fits within the MAX 5 subtasks limit. The specific request for ""vertices"" directly maps to checking the corners. However, checking walls provides context for vertex alignment. Prioritizing Centroids > Walls > Corners, and given the limit of 5, I will select the 4 walls and the centroid. This covers the structural integrity and overall alignment.
3. Formatting: Append ""... of Nalanda"" to each task. Use appropriate verbs like ""Structural Check"" for walls and ""Overhead Centroid View"" for the centroid.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Wall AB of Nalanda (use mid_AB)"", ""level"": ""mid"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Wall BC of Nalanda (use mid_BC)"", ""level"": ""mid"", ""dep"": [1]}, {""id"": 3, ""task"": ""Structural Check Wall CD of Nalanda (use mid_CD)"", ""level"": ""mid"", ""dep"": [2]}, {""id"": 4, ""task"": ""Structural Check Wall DA of Nalanda (use mid_DA)"", ""level"": ""mid"", ""dep"": [3]}, {""id"": 5, ""task"": ""Overhead Centroid View of Nalanda (use centroid)"", ""level"": ""mid"", ""dep"": [4]}]}"
"{""task"": ""Scan for separation cracks at all Nalanda corner joints"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to scan ""all Nalanda corner joints"". This implies a focus on specific points. The ""URGENT"" strategy is suitable for parallel processing of multiple points.
2. Token Selection: The request explicitly mentions ""corner joints"". There are 4 corners (A, B, C, D). This results in 4 subtasks. This is within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verb should be ""Scan for separation cracks"". The level is ""low"" as we are targeting specific points. Dependencies are not strictly required for parallel execution of corner scans, but for deterministic output, we can add them sequentially.","{""subtasks"": [{""id"": 1, ""task"": ""Scan for separation cracks at Corner A of Nalanda (use point_A)"", ""level"": ""low"", ""dep"": []}, {""id"": 2, ""task"": ""Scan for separation cracks at Corner B of Nalanda (use point_B)"", ""level"": ""low"", ""dep"": [1]}, {""id"": 3, ""task"": ""Scan for separation cracks at Corner C of Nalanda (use point_C)"", ""level"": ""low"", ""dep"": [2]}, {""id"": 4, ""task"": ""Scan for separation cracks at Corner D of Nalanda (use point_D)"", ""level"": ""low"", ""dep"": [3]}]}"
"{""task"": ""Inspect floodlight mounting stability on Nalanda corners"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to inspect ""corners"" for ""floodlight mounting stability"". This implies a focus on specific points rather than broad areas. The ""URGENT"" strategy is suitable for parallel checks on multiple points.
2. Token Selection: The task explicitly mentions ""corners"". A rectangular building has 4 corners (A, B, C, D). This results in 4 subtasks, which is within the limit of 5.
3. Formatting: Each subtask will be formatted with the specific corner and end with ""... of Nalanda"". The verb ""Inspect"" is appropriate.","{""subtasks"": [{""id"": 1, ""task"": ""Inspect Corner A of Nalanda (use point_A)"", ""level"": ""low"", ""dep"": []}, {""id"": 2, ""task"": ""Inspect Corner B of Nalanda (use point_B)"", ""level"": ""low"", ""dep"": []}, {""id"": 3, ""task"": ""Inspect Corner C of Nalanda (use point_C)"", ""level"": ""low"", ""dep"": []}, {""id"": 4, ""task"": ""Inspect Corner D of Nalanda (use point_D)"", ""level"": ""low"", ""dep"": []}]}"
"{""task"": ""Check for concrete spalling on Nalanda corner columns"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to check ""corner columns"". This implies a focus on the corners of the building. The ""URGENT"" strategy is suitable for parallel checks of specific points.
2. Token Selection: The request specifically mentions ""corner columns"". A rectangular building has 4 corners. The task is to check for ""concrete spalling"", which requires a ""Structural Check"".
3. Decomposition:
    - Check Corner A: ""Structural Check Corner A of Nalanda""
    - Check Corner B: ""Structural Check Corner B of Nalanda""
    - Check Corner C: ""Structural Check Corner C of Nalanda""
    - Check Corner D: ""Structural Check Corner D of Nalanda""
4. Count Check: This results in 4 subtasks, which is within the MAX 5 limit.
5. Formatting: Add ""... of Nalanda"" to each task.","{""subtasks"": [{""id"": 1, ""task"": ""Structural Check Corner A of Nalanda (use point_A)"", ""level"": ""low"", ""dep"": []}, {""id"": 2, ""task"": ""Structural Check Corner B of Nalanda (use point_B)"", ""level"": ""low"", ""dep"": []}, {""id"": 3, ""task"": ""Structural Check Corner C of Nalanda (use point_C)"", ""level"": ""low"", ""dep"": []}, {""id"": 4, ""task"": ""Structural Check Corner D of Nalanda (use point_D)"", ""level"": ""low"", ""dep"": []}]}"
"{""task"": ""Survey geometry of all Nalanda corner angles"", ""level"": ""high"", ""target"": ""Nalanda"", ""context"": {""name"": ""Nalanda"", ""type"": ""building"", ""shape"": ""Rectangular"", ""coordinates"": {""corners"": {""point_A"": ""22°19'04.6\""N 87°18'56.6\""E"", ""point_B"": ""22°18'55.5\""N 87°18'58.1\""E"", ""point_C"": ""22°19'05.3\""N 87°19'02.2\""E"", ""point_D"": ""22°18'56.4\""N 87°19'03.4\""E""}, ""middle_point"": {""mid_AB"": ""22°19'00.05\""N 87°18'57.35\""E"", ""mid_BC"": ""22°18'56.0\""N 87°19'00.75\""E"", ""mid_CD"": ""22°19'00.85\""N 87°19'02.8\""E"", ""mid_DA"": ""22°19'05.0\""N 87°19'00.4\""E""}, ""centroid"": ""22°19'00.0\""N 87°19'00.0\""E"", ""altitude_data"": {""perimeter_altitude"": 6.0, ""overhead_altitude"": 8.5, ""unit"": ""meters""}}, ""storey"": ""2""}}","1. Strategy Selection: The request is to ""Survey geometry of all Nalanda corner angles"". This implies checking specific points (corners) and their geometric properties. The ""URGENT"" strategy is suitable for parallel processing of multiple points.
2. Token Selection: The input specifies ""all Nalanda corner angles"". The context provides `point_A`, `point_B`, `point_C`, and `point_D`. This results in 4 tasks. This is within the MAX 5 subtasks limit.
3. Formatting: Each task needs to end with ""... of Nalanda"". The verb should be ""Scan"" or ""Inspect"" for geometry. ""Scan Corner"" is appropriate.","{""subtasks"": [{""id"": 1, ""task"": ""Scan Corner A of Nalanda (use point_A)"", ""level"": ""low"", ""dep"": []}, {""id"": 2, ""task"": ""Scan Corner B of Nalanda (use point_B)"", ""level"": ""low"", ""dep"": []}, {""id"": 3, ""task"": ""Scan Corner C of Nalanda (use point_C)"", ""level"": ""low"", ""dep"": []}, {""id"": 4, ""task"": ""Scan Corner D of Nalanda (use point_D)"", ""level"": ""low"", ""dep"": []}]}"
